Date,Open,High,Low,Close,Adj Close,Volume,Returns
2020-01-03,5.877500057220459,5.9457502365112305,5.852499961853027,5.901750087738037,5.87751579284668,205384000,-0.016005853810253434
2020-01-06,5.808000087738037,5.9317498207092285,5.781750202178955,5.926499843597412,5.902163982391357,262636000,0.004193640717167657
2020-01-07,5.954999923706055,6.044250011444092,5.909749984741211,5.9982500076293945,5.973620414733887,314856000,0.012106819220156106
2020-01-08,5.99399995803833,6.051000118255615,5.953750133514404,6.009500026702881,5.984824180603027,277108000,0.001875540307433532
2020-01-09,6.096250057220459,6.148250102996826,6.021500110626221,6.075500011444092,6.050552845001221,255112000,0.010982555613115785
2020-01-10,6.1832499504089355,6.213749885559082,6.09375,6.107999801635742,6.082919597625732,316296000,0.005349387643354353
2020-01-13,6.191500186920166,6.324749946594238,6.168749809265137,6.299499988555908,6.2736334800720215,319840000,0.03135235956771942
2020-01-14,6.256499767303467,6.2820000648498535,6.168749809265137,6.182000160217285,6.156615734100342,359088000,-0.018652308322343436
2020-01-15,6.19474983215332,6.217249870300293,6.113249778747559,6.139249801635742,6.114041328430176,263104000,-0.006915228675772989
2020-01-16,6.192999839782715,6.229249954223633,6.16949987411499,6.223249912261963,6.197696208953857,284192000,0.013682419864368356
2020-01-17,6.242499828338623,6.25,6.1842498779296875,6.23199987411499,6.206409931182861,253792000,0.001405961495243302
2020-01-21,6.195250034332275,6.232250213623047,6.164249897003174,6.198500156402588,6.1730475425720215,217916000,-0.0053754729353626685
2020-01-22,6.24399995803833,6.339749813079834,6.224999904632568,6.252749919891357,6.227075576782227,239240000,0.008752246574743605
2020-01-23,6.293000221252441,6.329999923706055,6.203750133514404,6.321499824523926,6.295542240142822,244516000,0.010994994763814159
2020-01-24,6.4375,6.487500190734863,6.207499980926514,6.26200008392334,6.2362871170043945,373512000,-0.009412235019343407
2020-01-27,5.955999851226807,6.056250095367432,5.805749893188477,6.005000114440918,5.980342864990234,470536000,-0.041041127070028716
2020-01-28,6.071249961853027,6.231750011444092,6.017749786376953,6.199250221252441,6.173794269561768,310976000,0.03234787853118326
2020-01-29,6.184750080108643,6.2210001945495605,6.098499774932861,6.138500213623047,6.11329460144043,258848000,-0.00979943054137955
2020-01-30,6.040249824523926,6.158750057220459,5.985000133514404,6.145249843597412,6.120016098022461,290504000,0.0010994884134076788
2020-01-31,6.099249839782715,6.111249923706055,5.868750095367432,5.910749912261963,5.886479377746582,370420000,-0.038159494441745156
2020-02-03,5.892499923706055,6.027750015258789,5.886250019073486,6.0082502365112305,5.983578681945801,255564000,0.01649531034905105
2020-02-04,6.150750160217285,6.197500228881836,6.100500106811523,6.178249835968018,6.152882099151611,271544000,0.02829467551193865
2020-02-05,6.299749851226807,6.309999942779541,6.1852498054504395,6.269000053405762,6.243259429931641,208220000,0.014688617354213784
2020-02-06,6.303500175476074,6.356249809265137,6.2220001220703125,6.356249809265137,6.3301496505737305,218284000,0.013917445145001928
2020-02-07,6.315999984741211,6.338250160217285,6.264249801635742,6.289750099182129,6.263923645019531,189752000,-0.010461996826283015
2020-02-10,6.3125,6.574999809265137,6.307499885559082,6.574250221252441,6.547255039215088,529608000,0.0452322554124418
2020-02-11,6.683000087738037,6.8125,6.6207499504089355,6.697249889373779,6.669750213623047,638556000,0.018709394039833294
2020-02-12,6.750249862670898,6.820000171661377,6.711249828338623,6.813499927520752,6.7855224609375,374644000,0.017357808554507415
2020-02-13,6.755249977111816,6.836999893188477,6.727749824523926,6.769499778747559,6.741703987121582,528016000,-0.006457641849713092
2020-02-14,7.18149995803833,7.3742499351501465,7.150000095367432,7.244750022888184,7.215001106262207,1041924000,0.0702043756363
2020-02-18,7.140999794006348,7.432750225067139,7.121500015258789,7.414249897003174,7.383805274963379,620164000,0.02339627759095686
2020-02-19,7.53725004196167,7.885250091552734,7.53725004196167,7.867499828338623,7.835194110870361,694332000,0.06113227788353637
2020-02-20,7.819250106811523,7.9079999923706055,7.408750057220459,7.71750020980835,7.685810565948486,810052000,-0.01906571079261765
2020-02-21,7.604750156402588,7.630000114440918,7.266499996185303,7.351749897003174,7.321563243865967,768180000,-0.04739218055884631
2020-02-24,6.754749774932861,7.046750068664551,6.699999809265137,6.831999778747559,6.803946495056152,856916000,-0.07069757257693232
